sale_id,sale_date,delivery_date,dealership_id,vehicle_id,customer_id,salesperson_id,desk_manager_id,finance_manager_id,lead_source_id,sale_type,is_retail,unit_count,sale_price,msrp,original_asking_price,final_asking_price,acquisition_cost,reconditioning_cost,pack_amount,front_end_gross,back_end_gross,total_gross,trade_allowance,trade_acv,cash_down,amount_financed,days_in_inventory_at_sale,source_system
SLE-00000364,2025-10-03,2025-10-03,GSA-001,VEH-0000585,,EMP-00012,EMP-00001,,,Dealer Trade,false,1,40259.06,40042.10,39981.04,38901.55,36460.09,56.00,795.00,2947.97,0.00,2947.97,0.00,0.00,0.00,0.00,119,arpi_synthetic_generator
SLE-00000365,2025-10-03,2025-10-08,GSA-003,VEH-0000601,CUS-00001704,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,13285.70,,13918.50,13445.27,10005.39,1116.97,495.00,1668.34,654.08,2322.42,0.00,0.00,5237.09,8048.61,73,arpi_synthetic_generator
SLE-00000366,2025-10-03,2025-10-04,GSA-003,VEH-0000613,CUS-00000861,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,9034.05,,9644.38,9316.47,5164.32,1662.72,495.00,1712.01,988.60,2700.61,2029.68,1770.57,4104.62,2899.75,62,arpi_synthetic_generator
SLE-00000367,2025-10-03,2025-10-03,GSA-002,VEH-0000769,CUS-00001671,EMP-00016,EMP-00023,EMP-00017,,Lease,true,1,36083.03,39007.10,39416.91,37997.90,35259.34,162.00,750.00,-88.31,1429.35,1341.04,6155.98,5250.73,985.22,28941.83,146,arpi_synthetic_generator
SLE-00000368,2025-10-04,2025-10-05,GSA-001,VEH-0000437,CUS-00000249,EMP-00012,EMP-00001,EMP-00005,,Used Retail,true,1,13360.66,,14802.12,14047.21,9513.30,1861.57,795.00,1190.79,1748.04,2938.83,4992.63,4729.05,4179.20,4188.83,99,arpi_synthetic_generator
SLE-00000369,2025-10-04,2025-10-05,GSA-002,VEH-0000663,,EMP-00018,EMP-00013,,,Wholesale,false,1,24577.34,29889.21,30057.90,28975.82,27389.25,15.00,750.00,-3576.91,0.00,-3576.91,0.00,0.00,0.00,0.00,142,arpi_synthetic_generator
SLE-00000370,2025-10-04,2025-10-04,GSA-001,VEH-0000690,CUS-00001030,EMP-00006,EMP-00001,EMP-00005,,Certified Retail,true,1,16798.83,,19046.50,18075.13,13180.67,1347.22,795.00,1475.94,1483.45,2959.39,4911.97,4458.33,958.05,10928.81,117,arpi_synthetic_generator
SLE-00000371,2025-10-04,2025-10-04,GSA-001,VEH-0000711,CUS-00001149,EMP-00003,EMP-00001,EMP-00005,,Used Retail,true,1,42932.17,,45241.20,45241.20,31866.86,2171.50,795.00,8098.81,1970.77,10069.58,10828.38,10272.94,4547.13,0.00,4,arpi_synthetic_generator
SLE-00000372,2025-10-04,2025-10-04,GSA-003,VEH-0000760,CUS-00002255,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,9425.10,,9972.22,9633.16,5931.05,1862.07,495.00,1136.98,1884.77,3021.75,0.00,0.00,1842.02,0.00,66,arpi_synthetic_generator
SLE-00000373,2025-10-04,2025-10-04,GSA-002,VEH-0000780,CUS-00000537,EMP-00016,EMP-00013,EMP-00017,,Lease,true,1,13349.34,,15490.40,14173.72,9481.42,2785.17,750.00,332.75,514.30,847.05,0.00,0.00,2019.59,11329.75,178,arpi_synthetic_generator
SLE-00000374,2025-10-04,2025-10-04,GSA-003,VEH-0000844,,EMP-00025,EMP-00024,,,Wholesale,false,1,19945.79,,28340.15,28340.15,20286.82,1663.47,495.00,-2499.50,0.00,-2499.50,0.00,0.00,0.00,0.00,8,arpi_synthetic_generator
SLE-00000375,2025-10-04,2025-10-05,GSA-002,VEH-0000882,CUS-00001452,EMP-00016,EMP-00013,EMP-00017,,Used Retail,true,1,20869.10,,23009.69,22227.36,16959.76,1313.66,750.00,1845.68,1399.53,3245.21,0.00,0.00,2719.95,0.00,64,arpi_synthetic_generator
SLE-00000376,2025-10-04,2025-10-04,GSA-002,VEH-0000884,CUS-00001746,EMP-00018,EMP-00014,EMP-00017,,New Retail,true,1,23372.99,24686.18,24996.56,24771.59,22778.88,66.00,750.00,-221.89,635.95,414.06,10269.43,8843.24,6579.99,6523.57,54,arpi_synthetic_generator
SLE-00000377,2025-10-05,2025-10-10,GSA-001,VEH-0000106,CUS-00001117,EMP-00010,EMP-00008,EMP-00005,,Used Retail,true,1,36019.44,,37599.78,36960.58,27113.48,2302.62,795.00,5808.34,755.40,6563.74,0.00,0.00,2041.91,33977.53,58,arpi_synthetic_generator
SLE-00000378,2025-10-06,2025-10-09,GSA-002,VEH-0000146,CUS-00000355,EMP-00016,EMP-00013,EMP-00017,,New Retail,true,1,36958.12,38859.98,38998.67,38296.69,35824.47,119.00,750.00,264.65,1947.39,2212.04,8594.55,8146.05,1292.55,0.00,75,arpi_synthetic_generator
SLE-00000379,2025-10-06,2025-10-07,GSA-002,VEH-0000435,CUS-00001070,EMP-00016,EMP-00014,EMP-00017,,Certified Retail,true,1,5369.50,,5711.56,5711.56,3058.12,1115.11,750.00,446.27,831.63,1277.90,0.00,0.00,610.28,0.00,11,arpi_synthetic_generator
SLE-00000380,2025-10-06,2025-10-06,GSA-001,VEH-0000436,CUS-00000100,EMP-00012,EMP-00002,EMP-00005,,New Retail,true,1,35192.74,38702.62,38962.04,37559.41,35164.31,30.00,795.00,-796.57,180.60,-615.97,0.00,0.00,3142.51,32050.23,129,arpi_synthetic_generator
SLE-00000381,2025-10-06,2025-10-06,GSA-003,VEH-0000574,,EMP-00029,EMP-00024,,,Dealer Trade,false,1,34389.19,,42848.67,42120.24,32644.47,624.71,495.00,625.01,0.00,625.01,0.00,0.00,0.00,0.00,38,arpi_synthetic_generator
SLE-00000382,2025-10-06,2025-10-09,GSA-001,VEH-0000640,CUS-00002443,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,38059.21,37993.93,38674.55,38326.48,34691.31,120.00,795.00,2452.90,2860.86,5313.76,0.00,0.00,5939.05,32120.16,34,arpi_synthetic_generator
SLE-00000383,2025-10-07,2025-10-07,GSA-001,VEH-0000441,CUS-00001063,EMP-00010,EMP-00001,EMP-00005,,Used Retail,true,1,7945.40,,8381.82,8381.82,5146.63,1658.12,795.00,345.65,816.39,1162.04,0.00,0.00,5679.11,2266.29,8,arpi_synthetic_generator
SLE-00000384,2025-10-07,2025-10-07,GSA-001,VEH-0000479,CUS-00001040,EMP-00003,EMP-00008,EMP-00005,,Used Retail,true,1,27972.05,,29783.45,28770.81,21708.29,1398.43,795.00,4070.33,1147.75,5218.08,0.00,0.00,7820.14,20151.91,82,arpi_synthetic_generator
SLE-00000385,2025-10-07,2025-10-07,GSA-003,VEH-0000612,,EMP-00025,EMP-00030,,,Wholesale,false,1,5726.85,,8062.62,7925.56,4881.74,908.36,495.00,-558.25,0.00,-558.25,0.00,0.00,0.00,0.00,49,arpi_synthetic_generator
SLE-00000386,2025-10-08,2025-10-08,GSA-001,VEH-0000647,CUS-00001803,EMP-00012,EMP-00008,EMP-00005,,Certified Retail,true,1,10088.52,,11014.95,10640.44,6529.56,2017.69,795.00,746.27,1586.22,2332.49,0.00,0.00,2506.13,0.00,81,arpi_synthetic_generator
SLE-00000387,2025-10-08,2025-10-08,GSA-002,VEH-0000788,CUS-00002457,EMP-00015,EMP-00013,EMP-00017,,New Retail,true,1,38372.80,39589.11,40359.47,39996.23,36456.70,152.00,750.00,1014.10,2780.28,3794.38,0.00,0.00,3167.65,35205.15,37,arpi_synthetic_generator
SLE-00000388,2025-10-10,2025-10-10,GSA-002,VEH-0000056,,EMP-00016,EMP-00023,,,Dealer Trade,false,1,32645.26,,39338.61,39338.61,28986.79,1925.91,750.00,982.56,0.00,982.56,0.00,0.00,0.00,0.00,10,arpi_synthetic_generator
SLE-00000389,2025-10-10,2025-10-13,GSA-001,VEH-0000318,,EMP-00003,EMP-00002,,,Dealer Trade,false,1,33381.38,38296.56,38481.88,37789.21,34770.79,145.00,795.00,-2329.41,0.00,-2329.41,0.00,0.00,0.00,0.00,78,arpi_synthetic_generator
SLE-00000390,2025-10-11,2025-10-11,GSA-002,VEH-0000119,CUS-00000644,EMP-00015,EMP-00013,EMP-00017,,New Retail,true,1,36889.86,39685.01,39786.41,39428.33,36689.31,114.00,750.00,-663.45,2547.67,1884.22,0.00,0.00,3009.09,33880.77,51,arpi_synthetic_generator
SLE-00000391,2025-10-11,2025-10-12,GSA-001,VEH-0000552,CUS-00000747,EMP-00012,EMP-00002,EMP-00005,,New Retail,true,1,37042.11,37504.79,38194.05,38194.05,34237.45,130.00,795.00,1879.66,1198.68,3078.34,0.00,0.00,7826.02,29216.09,23,arpi_synthetic_generator
SLE-00000392,2025-10-11,2025-10-11,GSA-003,VEH-0000680,CUS-00000795,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,13554.47,,14351.80,14107.82,9275.84,982.25,495.00,2801.38,248.53,3049.91,0.00,0.00,3341.48,10212.99,58,arpi_synthetic_generator
SLE-00000393,2025-10-11,2025-10-14,GSA-003,VEH-0000891,CUS-00001738,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,39690.76,,44050.22,42552.51,31540.25,914.29,495.00,6741.22,1943.62,8684.84,6480.56,6124.52,4900.23,28309.97,84,arpi_synthetic_generator
SLE-00000394,2025-10-13,2025-10-13,GSA-001,VEH-0000121,CUS-00002060,EMP-00007,EMP-00001,EMP-00005,,New Retail,true,1,35972.28,38997.68,38931.03,38580.65,35038.17,151.00,795.00,-11.89,1199.38,1187.49,0.00,0.00,4577.43,31394.85,44,arpi_synthetic_generator
SLE-00000395,2025-10-13,2025-10-16,GSA-001,VEH-0000147,CUS-00001950,EMP-00006,EMP-00002,EMP-00005,,Used Retail,true,1,36329.34,,38173.28,38173.28,29984.24,1015.81,795.00,4534.29,1955.07,6489.36,0.00,0.00,3675.87,0.00,24,arpi_synthetic_generator
SLE-00000396,2025-10-13,2025-10-13,GSA-002,VEH-0000431,CUS-00001450,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,14038.34,,16122.96,15300.69,10205.25,2062.77,750.00,1020.32,968.68,1989.00,2814.69,2595.58,1433.81,9789.84,94,arpi_synthetic_generator
SLE-00000397,2025-10-13,2025-10-13,GSA-001,VEH-0000584,CUS-00002174,EMP-00006,EMP-00001,EMP-00005,,Used Retail,true,1,18062.56,,18882.34,18561.34,11560.52,2572.31,795.00,3134.73,1444.56,4579.29,8530.51,7631.09,7195.71,2336.34,55,arpi_synthetic_generator
SLE-00000398,2025-10-14,2025-10-16,GSA-001,VEH-0000062,CUS-00001665,EMP-00003,EMP-00001,EMP-00005,,Lease,true,1,38068.76,38888.90,39442.17,39087.19,35644.20,151.00,795.00,1478.56,1150.01,2628.57,13165.55,10811.15,1708.22,23194.99,33,arpi_synthetic_generator
SLE-00000399,2025-10-14,2025-10-19,GSA-001,VEH-0000091,CUS-00001758,EMP-00003,EMP-00008,EMP-00005,,New Retail,true,1,37908.58,39690.71,40070.43,40070.43,35960.54,81.00,795.00,1072.04,1016.85,2088.89,9064.22,8444.55,2673.22,26171.14,25,arpi_synthetic_generator
SLE-00000400,2025-10-14,2025-10-15,GSA-002,VEH-0000787,CUS-00000329,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,17233.18,,18060.46,18060.46,12054.73,1722.47,750.00,2705.98,1561.74,4267.72,0.00,0.00,7382.32,9850.86,15,arpi_synthetic_generator
